City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
690,Pilar,BR,73.33,few clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba
692,Benton Harbor,US,74.16,few clouds,42.1167,-86.4542,The Boulevard Inn & Bistro
693,Pafos,CY,74.98,clear sky,34.7667,32.4167,Elysium Hotel
695,Cibeureum,ID,74.19,overcast clouds,-7.3552,108.2693,OYO 2674 Siliwangi Guest House Syariah
696,Shahumyan,AM,79.12,clear sky,39.9385,44.5697,Target Shooting Club
697,Lichuan,CN,74.8,clear sky,30.3,108.85,Yuanlai Homestay
698,Dubuque,US,72.05,broken clouds,42.4833,-90.8668,American Inn and Suites
702,San Patricio,US,88.84,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
703,Labrea,BR,76.69,clear sky,-7.2586,-64.7981,Hotel Novo Horizonte
704,Cairns,AU,77.11,few clouds,-16.9167,145.7667,Mantra Trilogy Cairns
705,Sri Aman,MY,75.42,overcast clouds,1.2376,111.4621,Seri Simanggang Hotel
706,Abu Zabad,SD,72.73,broken clouds,12.35,29.25,حامد محمد نور
708,Sarishabari,BD,81.93,overcast clouds,24.7333,89.8333,Bangali Telecom
709,Oyama,JP,85.59,clear sky,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
711,Fukuma,JP,89.6,clear sky,33.7667,130.4667,Masago
713,Hamilton,US,81.9,light rain,39.1834,-84.5333,Six Acres Bed & Breakfast
714,Nador,MA,75.45,clear sky,35.174,-2.9287,Hôtel La Giralda
715,Tahoua,NE,80.01,overcast clouds,14.8888,5.2692,Bungalows Guesthouse
718,Qom,IR,79.52,light rain,34.6401,50.8764,Qom Hotel
719,Utica,US,75.31,broken clouds,43.1009,-75.2327,Days Inn by Wyndham Utica
720,Gorontalo,ID,77.13,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
721,Phalodi,IN,81.45,broken clouds,27.1333,72.3667,"HOTEL NEW GOLDEN PALACE , PHALODI"
724,Rutland,US,73.38,scattered clouds,43.6167,-73.0162,Comfort Inn Trolley Square
727,Bitung,ID,86.85,broken clouds,1.4451,125.1824,K2 Lembeh
728,Smirnykh,RU,71.87,scattered clouds,49.75,142.8333,Tsentral'naya
734,Rucheng,CN,86.97,few clouds,32.3883,120.5553,Vienna Hotel Rugao Zhengxiang Square
737,Vung Tau,VN,81.52,overcast clouds,10.346,107.0843,Seaside Resort
741,Leamington,CA,78.87,overcast clouds,42.0549,-82.6062,The Seacliffe Inn
744,Praia Da Vitoria,PT,70.75,clear sky,38.7333,-27.0667,Hotel Branco I
746,Zaozerne,UA,73.74,clear sky,45.1582,33.2787,"Molodozhnyy Lager' ""Pioner"""
748,Taikang,CN,70.16,overcast clouds,46.8333,124.4167,Jia Hotel
755,Kampot,KH,84.25,clear sky,10.6167,104.1833,Two Moons Hotel
764,Xiazhen,CN,79.95,scattered clouds,34.8022,117.1117,Xinjiayuan Hotel
765,Neyyattinkara,IN,78.66,overcast clouds,8.4,77.0833,P.W.D. Rest House
769,San Jose,US,84.25,smoke,37.3394,-121.895,The Westin San Jose
771,Hobyo,SO,75.31,broken clouds,5.3505,48.5268,Iftin hotel hobyo
772,Khasan,RU,73.26,overcast clouds,42.4308,130.6434,Fangchuan Self-Driving Camp
773,Ambon,ID,78.8,light rain,-3.6954,128.1814,Swiss-Belhotel Ambon
774,Katobu,ID,81.75,overcast clouds,-4.9408,122.5276,La Ode Husein
777,Badiraguato,MX,77.86,overcast clouds,25.3667,-107.5167,"Hotel ""Real Del Campo"""
778,Garowe,SO,73.4,broken clouds,8.4054,48.4845,Curubo Hotel
779,Labuhan,ID,79.61,overcast clouds,-6.8844,112.2051,DoubleFAG
780,Rewari,IN,80.53,light rain,28.1833,76.6167,Shree Ram Palace Hotel & Benquet
783,San Pedro,PH,83.32,broken clouds,14.35,121.0167,Palines Apartment and Guesthouse
784,Ilhabela,BR,73.42,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
785,Naya Bazar,IN,77.0,moderate rain,27.1333,88.2667,Club Mahindra Baiguney
788,North Bend,US,81.25,few clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
789,Iquitos,PE,75.24,clear sky,-3.7481,-73.2472,Cortez Malaga Techy Caroly
792,Luang Prabang,LA,80.46,overcast clouds,19.8856,102.1347,The Apsara
793,Lumsden,CA,73.96,clear sky,50.6501,-104.8678,Lumsden Hotel & Steak Pit
797,Daru,PG,76.44,overcast clouds,-9.0763,143.2092,Daru Lodge
799,Itarema,BR,78.73,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
801,Lake Havasu City,US,86.61,heavy intensity rain,34.4839,-114.3224,Heat Hotel
803,Methoni,GR,80.22,clear sky,36.8197,21.7049,Methoni Beach Hotel
804,Glens Falls,US,74.62,clear sky,43.3095,-73.644,Super 8 by Wyndham Queensbury Glens Falls/Lake George Area
809,Bridgetown,BB,79.93,clear sky,13.1,-59.6167,Hilton Barbados Resort
812,Jibuti,DJ,84.25,broken clouds,11.5,42.5,Orchid Main Camp Goubet
814,Kainantu,PG,71.15,scattered clouds,-6.2887,145.8655,Sylvester buku
817,Dongtai,CN,85.06,overcast clouds,32.8523,120.3095,Super 8 Dongtai South Hailing Road
818,Goderich,CA,72.91,broken clouds,43.7501,-81.7165,Harmony Inn
819,Gambela,ET,72.39,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
821,Najran,SA,80.82,few clouds,17.4924,44.1277,محمد هادي ال فطيح
822,Teguise,ES,70.02,overcast clouds,29.0605,-13.564,B&B La Casona de Nazaret
827,Tweed,CA,73.22,few clouds,44.4751,-77.3162,Stoco Lake Lodge
831,Luchegorsk,RU,79.16,overcast clouds,46.4764,134.2569,Mirazh
832,Conde,BR,72.86,clear sky,-7.2597,-34.9075,Pousada Beija Flor
837,Panchagarh,BD,81.88,light rain,26.3313,88.562,Central Guest House (Pvt.) Ltd.
838,Jaltenango,MX,72.1,overcast clouds,15.8719,-92.7247,Finca Jaltenango Hotel Boutique
839,Hambantota,LK,77.34,broken clouds,6.1241,81.1185,Bungalow 63
841,Kalmunai,LK,76.46,moderate rain,7.4167,81.8167,VS Villa
842,Asau,RO,70.95,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
844,Araioses,BR,77.88,overcast clouds,-2.89,-41.9031,Pousada Vale do Magú
847,Ajdabiya,LY,77.95,clear sky,30.7554,20.2263,Almadina Hotel
849,Mujiayingzi,CN,71.11,overcast clouds,42.1167,118.7833,Jinjiang Hotel
853,Erenhot,CN,84.54,overcast clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
855,Manggar,ID,80.33,light rain,-2.8833,108.2667,Guest Hotel
857,Smithers,CA,88.74,clear sky,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
858,Wajir,KE,70.68,scattered clouds,1.7471,40.0573,Mahatallah Hotel
860,Maninihon,PH,83.61,overcast clouds,9.37,122.84,HOTEL MAEFINN
863,Mana,GF,77.02,broken clouds,5.6592,-53.7767,LE SAMANA
865,Gurupa,BR,76.24,heavy intensity rain,-1.405,-51.64,Hotel Vitória
866,Sao Jose Da Coroa Grande,BR,73.94,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
868,Gasa,PS,78.37,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
869,Acarau,BR,78.31,overcast clouds,-2.8856,-40.12,castelo pizzaria
874,Pedernales,DO,80.67,clear sky,18.0384,-71.744,Hotel Costa Marina
875,San Quintin,MX,70.93,few clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
879,Arlit,NE,86.54,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
880,Luwuk,ID,75.45,light rain,-0.9516,122.7875,Hotel Santika Luwuk
883,Hermon,US,73.35,overcast clouds,44.8101,-68.9134,Pumpkin Patch RV Resort
886,Hue,VN,84.31,few clouds,16.4667,107.6,Saigon Morin Hotel
889,Honiara,SB,87.39,broken clouds,-9.4333,159.95,Heritage Park Hotel
890,Kouqian,CN,76.32,broken clouds,43.6391,126.4578,Guotai Bathing Hotel
894,Nicoya,CR,76.48,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
895,Udachnyy,RU,77.45,clear sky,66.4167,112.4,Severnoye Siyaniye
897,Gigmoto,PH,82.29,moderate rain,13.7796,124.39,Cj's Travellers Inn
899,Axim,GH,75.4,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
905,Barahona,DO,79.52,clear sky,18.2085,-71.1008,Hotel Caribe
907,Bandarbeyla,SO,76.06,overcast clouds,9.4942,50.8122,JABIR HOTEL
908,Donghai,CN,88.21,few clouds,22.9459,115.642,Huacheng Restaurant
909,Half Moon Bay,US,76.05,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
910,Ashqelon,IL,79.83,clear sky,31.6693,34.5715,Leonardo Ashkelon
913,Waynesville,US,74.48,few clouds,35.4887,-82.9887,Best Western Smoky Mountain Inn
914,Dongsheng,CN,75.34,few clouds,39.8161,109.9776,Crowne Plaza Ordos
916,Russell,US,87.4,clear sky,32.3502,-85.1999,Macs
917,Chazuta,PE,77.85,few clouds,-6.5742,-76.1367,Cáliz Hostel Chazuta
918,Aboisso,CI,72.77,broken clouds,5.4678,-3.2071,Residence Belle Vue
919,Maneadero,MX,72.1,few clouds,31.7167,-116.5667,Casa De Thompson
920,Adra,ES,80.38,clear sky,36.7496,-3.0206,Hostal Zapata
921,Dedougou,BF,75.42,moderate rain,12.4667,-3.4667,Hôtel Bon Séjour
923,Berbera,SO,89.37,clear sky,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
924,Wangqing,CN,77.88,broken clouds,43.3218,129.7634,Jianan Fashion Hotel
926,Kismayo,SO,75.61,overcast clouds,-0.3582,42.5454,Agan-Hotel
931,Santa Rosa,PH,84.09,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
932,Nuevo Progreso,MX,85.53,scattered clouds,23.1667,-97.95,Balneario Rio el Paraiso
933,Hammond,US,77.99,clear sky,41.5834,-87.5,"Courtyard by Marriott Chicago Southeast/Hammond, IN"
936,Kousseri,CM,78.03,overcast clouds,12.0769,15.0306,Le Pilotis
937,Itaituba,BR,76.68,scattered clouds,-4.2761,-55.9836,Hotel Campos
941,Rongcheng,CN,81.39,overcast clouds,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
944,Palu,ID,83.79,few clouds,-0.8917,119.8707,Hotel Santika Palu
947,Dawei,MM,80.42,overcast clouds,14.0833,98.2,Hotel Dawei
952,Swabi,PK,78.93,moderate rain,34.1199,72.4699,راجو چھولے فروش
954,Biga,TR,70.95,clear sky,40.2281,27.2422,Köşdere Otel
956,Chavakkad,IN,77.88,overcast clouds,10.5333,76.05,Rajah Island
961,Bachaquero,VE,79.92,overcast clouds,9.9694,-71.1494,Campo progreso Parroquia Rafael Urdaneta
962,Fort Saint James,CA,89.78,clear sky,54.4333,-124.25,The View Hotel
964,Talcher,IN,82.78,overcast clouds,20.95,85.2167,Hotel Green Park
968,Aleksandrov Gay,RU,74.8,clear sky,50.147,48.5704,Gostinitsa
972,Maragogi,BR,72.99,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
976,Chalmette,US,84.25,clear sky,29.9427,-89.9634,Marina Inn & Suites Chalmette-New Orleans
981,Belmonte,BR,70.29,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
987,Banda Aceh,ID,77.07,moderate rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
989,Chavakachcheri,LK,80.6,moderate rain,9.6579,80.1643,Muslim hotel முஸ்லிம் ஹோட்டல்
990,Kinablangan,PH,84.13,overcast clouds,7.6947,126.5503,Morales Eatery and Lodging House
995,Forchheim,DE,70.38,overcast clouds,49.7175,11.0588,Hotel Plaza
996,Chabahar,IR,80.71,overcast clouds,25.2919,60.643,هتل گدروشیا
997,Manbij,SY,81.68,clear sky,36.5281,37.9549,Manbej City Hotel
1000,Preobrazheniye,RU,75.78,overcast clouds,42.9019,133.9064,Campsite Orlan
1001,Kampong Chhnang,KH,82.42,few clouds,12.1667,104.55,ផ្ទះសំណាក់ហេងស្រស់
1004,Orocue,CO,70.05,broken clouds,4.7912,-71.3354,Hotel Brisas de San Miguel
1006,Shaunavon,CA,79.39,clear sky,49.6501,-108.4181,Bear's Den Lodge
1007,Ajaccio,FR,71.65,clear sky,42.0,8.9167,Sole E Monte
1008,Kloulklubed,PW,84.7,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
1009,Saraland,US,85.05,scattered clouds,30.8207,-88.0706,Microtel Inn & Suites by Wyndham Saraland/North Mobile
1010,Atambua,ID,77.07,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
1011,Mnogovershinnyy,RU,73.13,overcast clouds,53.9353,139.9242,Obshchezhitiye 14
1013,Guiyang,CN,74.37,clear sky,26.5833,106.7167,Guo Tai Hotel Guiyang
1014,Anshun,CN,72.36,clear sky,26.25,105.9333,安顺麦吉风格酒店
1016,Balkanabat,TM,81.79,clear sky,39.5108,54.3671,Nebitchi Hotel
1018,Racale,IT,76.84,clear sky,39.9631,18.0938,Albergo Vittoria Taviano
1020,Kattivakkam,IN,83.07,overcast clouds,13.2167,80.3167,Euronova Freezer
1022,Shahrud,IR,75.67,overcast clouds,36.4182,54.9763,Royal Hotel
1023,Achutupo,PA,76.41,overcast clouds,9.2,-77.9833,Akwa Reef Lodge
1024,Nhulunbuy,AU,79.41,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
1026,Blagnac,FR,71.74,overcast clouds,43.6328,1.394,Radisson Blu Hotel Toulouse Airport
1027,Zhanaozen,KZ,72.36,clear sky,43.3,52.8,K.korabay 28A
1028,Kihei,US,87.82,scattered clouds,20.785,-156.4656,Maui Sunset
1030,Fare,PF,79.12,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
1031,Pyapon,MM,82.9,scattered clouds,16.2833,95.6833,Aung Naing Thu Motel
1033,Erzin,TR,76.14,clear sky,36.9559,36.2,Artemis Otel
1035,Jiuquan,CN,83.43,clear sky,39.7432,98.5174,Jiuquan Hotel
1036,Baturaja,ID,76.24,overcast clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
1037,Anchorage,US,74.28,smoke,61.2181,-149.9003,Hotel Captain Cook
1039,Wilkie,CA,80.89,clear sky,52.4168,-108.7014,Wilkie Motel
1040,Tiarei,PF,84.22,clear sky,-17.5333,-149.3333,Le Rocher de Tahiti
1041,Qui Nhon,VN,83.28,few clouds,13.7667,109.2333,Seagull Hotel
1042,Dwarka,IN,82.02,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
1043,Kulhudhuffushi,MV,79.83,overcast clouds,6.6221,73.07,Haajy Guest House 1
1045,Road Town,VG,80.69,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
1047,Alyangula,AU,76.55,broken clouds,-13.8483,136.4192,Groote Eylandt Lodge
1049,Nanakuli,US,84.15,overcast clouds,21.3906,-158.1547,Camp Pālehua
1051,Camopi,GF,72.07,overcast clouds,3.1655,-52.3158,La pousada
1052,Galle,LK,78.67,overcast clouds,6.0367,80.217,Amangalla
1053,Pop,UZ,77.49,clear sky,40.8736,71.1089,Ramz Hotel Pap
1054,Kendari,ID,79.88,overcast clouds,-3.945,122.4989,Hotel Wixel
1055,Springdale,US,87.53,clear sky,36.1867,-94.1288,Springdale Inn
1057,Hachinohe,JP,75.38,mist,40.5,141.5,Hachinohe Grand Hotel
1058,Alta Floresta,BR,71.96,clear sky,-9.8756,-56.0861,Floresta Amazonica Hotel
1059,Alofi,NU,78.69,broken clouds,-19.0595,-169.9187,Taloa Heights
1061,Jiazi,CN,86.5,scattered clouds,22.8779,116.067,Hotel Jin Hao
1065,Eston,CA,83.91,clear sky,51.1501,-108.7514,Hearthside Place B&B
1067,Alugan,PH,81.34,overcast clouds,12.2188,125.4808,JM Lodge
1068,The Valley,AI,82.81,clear sky,18.217,-63.0578,CeBlue Villas & Beach Resort
1069,Jaciara,BR,72.3,scattered clouds,-15.9653,-54.9683,Taba Hotel
1070,Raghunathpur,IN,86.16,overcast clouds,23.55,86.6667,Joy Chandi Hill Resort
1072,Duki,PK,78.62,overcast clouds,30.1541,68.5728,ماسٹر رشید مرحوم
1073,Barmer,IN,78.51,overcast clouds,25.75,71.3833,Jain Dharamshala
1075,Bloomingdale,US,88.21,clear sky,27.8936,-82.2404,Travel Club for Free
1076,Baldeogarh,IN,79.12,overcast clouds,24.755,79.0681,ChhChhotChhChhotu
1077,Moussoro,TD,82.54,broken clouds,13.6408,16.4901,Hôtel Salama
1085,Melito Di Porto Salvo,IT,81.73,clear sky,37.9222,15.7714,B&B Nereidi
1088,Malakal,SS,71.71,overcast clouds,9.5334,31.6605,Nile Palace Hotel
1090,Mantua,IT,72.95,overcast clouds,45.1667,10.7833,Hotel la Favorita
1092,Polignano A Mare,IT,80.69,clear sky,40.9959,17.2159,Grotta Palazzese
1093,Melita,CA,71.55,clear sky,49.2681,-100.9967,Western Star Hotel
1097,Lixourion,GR,78.78,clear sky,38.2019,20.4314,Hotel Summery
1099,Yinchuan,CN,81.3,clear sky,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
1102,Jacareacanga,BR,75.38,clear sky,-6.2222,-57.7528,Casa do Ian😎
1105,Safaga,EG,86.76,broken clouds,26.7292,33.9365,Lamar Resort Abu Soma
1106,Morehead,US,78.55,overcast clouds,37.2711,-87.1764,CCI Express Inn
1107,Mandalay,MM,87.28,broken clouds,21.9747,96.0836,Hotel Yadanarbon
1110,Narasannapeta,IN,81.48,overcast clouds,18.4167,84.05,AVK events and catering
1113,Chifeng,CN,71.82,overcast clouds,42.2683,118.9636,Junyu Tiancheng Hotel
1115,Oistins,BB,80.69,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
1116,Gazimurskiy Zavod,RU,70.02,clear sky,51.5461,118.3266,Gostinitsa Gazimur
1117,Cozumel,MX,84.27,few clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
1118,Suntar,RU,82.08,scattered clouds,62.1444,117.6319,Гостевая квартира
1119,Campbell River,CA,83.44,clear sky,50.0163,-125.2446,Anchor Inn & Suites
1120,Nabire,ID,80.65,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
1121,Trat,TH,82.87,overcast clouds,12.5,102.5,สวนหนิง-อัศ
1123,Burns Lake,CA,83.62,overcast clouds,54.2331,-125.7533,Burns Lake Bed and Breakfast
1124,Arco,IT,71.4,overcast clouds,45.9177,10.8867,Hotel Campagnola
1127,Mao,ES,77.56,clear sky,39.8885,4.2658,ARTIEM Capri
1131,Wilmington,US,84.11,few clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
1132,Jinchang,CN,80.67,clear sky,38.4953,102.1739,Mingshihui Jinchang International Hotel
1136,Houma,US,81.0,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
1137,Coro,VE,78.69,overcast clouds,11.4045,-69.6734,Federal
1139,Kennett,US,82.4,clear sky,36.2362,-90.0556,Americas Best Value Inn Kennett
1141,Rodrigues Alves,BR,76.15,broken clouds,-7.738,-72.6509,Pousada Aconchego
1142,Balkhash,KZ,74.01,clear sky,46.844,74.9804,Family
1143,Sakakah,SA,88.03,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
1145,Biltine,TD,79.16,overcast clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
1148,Davila,PH,87.78,scattered clouds,18.4726,120.5763,Blue Ridge Beach Resort
1150,Rajgarh,IN,84.06,overcast clouds,28.6333,75.3833,Nand Plaza Hotel Bar & Restaurant - Best Hotel | Bar | Top Restaurant in Sadulpur
1151,Bandundu,CD,75.81,overcast clouds,-3.3167,17.3667,Coja Color
1152,Wamba,NG,70.34,light rain,8.9333,8.6,Roma Zee Guest House Annex
1155,Owando,CG,72.88,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
1156,Koumac,NC,72.75,broken clouds,-20.5667,164.2833,Le Monitel
1158,Keti Bandar,PK,81.23,overcast clouds,24.1447,67.4497,Haji laloo memon house
1160,Maningrida,AU,80.53,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
1161,Les Cayes,HT,77.4,broken clouds,18.2,-73.75,Villa Orphee
1166,Honda,CO,74.48,overcast clouds,5.2086,-74.7358,Hotel Campestre el Molino
1168,Sahuaripa,MX,85.77,broken clouds,29.05,-109.2333,Estatua de Sahuaripa
1170,Tianpeng,CN,83.71,scattered clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
1171,Imbituba,BR,72.86,heavy intensity rain,-28.24,-48.6703,Praia Hotel Imbituba
1176,Guane,CU,80.73,broken clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
1177,Fuyang,CN,81.34,clear sky,32.9,115.8167,Fuyang Wanda Realm Hotel
1178,Lufilufi,WS,89.38,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
1179,Baiyin,CN,72.48,scattered clouds,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
1181,Embonas,GR,72.84,clear sky,36.2269,27.8564,Hotel Ataviros
1184,Rabat,MA,72.16,scattered clouds,33.9911,-6.8401,Hôtel Mercure Rabat Sheherazade
1185,Missoula,US,88.2,clear sky,47.0166,-113.8009,Gold Creek Cabin
1186,Saravena,CO,71.89,overcast clouds,6.9538,-71.8752,Hotel Diamante Saravena
1192,Takoradi,GH,74.59,overcast clouds,4.8845,-1.7554,Raybow International Hotel
1200,Huadian,CN,74.01,overcast clouds,42.9633,126.7478,Huadian Forestry Bureau
1201,Gopalpur,IN,83.32,few clouds,19.2667,84.9167,Gopalpur Palm Resort
1205,Lubao,PH,85.71,overcast clouds,14.9167,120.55,Hacienda Gracia
1208,Villahermosa,MX,80.02,broken clouds,17.9833,-92.9167,Hyatt Regency Villahermosa
1209,Sao Felix Do Xingu,BR,74.03,clear sky,-6.6447,-51.995,Rio Xingu Camping
1210,Baghmara,IN,85.3,scattered clouds,23.795,86.2085,Shankar tea shop
1212,Seki,JP,85.12,few clouds,34.85,136.4,Candeo Hotels Kameyama
1213,Oriximina,BR,78.22,scattered clouds,-1.7656,-55.8661,Pousada Tia Amélia
1216,Yanam,IN,79.25,clear sky,16.7333,82.2167,The Regency Hotel
1218,Sanchi,IN,76.32,overcast clouds,23.4833,77.7333,Mahabodhi Society of Sri Lanka
1223,Sarkand,KZ,78.69,scattered clouds,45.41,79.9186,Гостиница Сарканд
1225,Xuzhou,CN,79.97,scattered clouds,34.1805,117.1571,Thank Inn Chain Hotel Jiangsu xuzhou tongshan district Beijing south road
1228,Manama,BH,89.78,scattered clouds,26.2154,50.5832,Al Safir Hotel
1232,Santa Marta,CO,78.75,overcast clouds,11.2408,-74.199,Hotel La Ballena Azul
1234,Oeiras,BR,75.65,clear sky,-7.0253,-42.1311,Hotel SESC Oeiras
1236,Hudson Bay,CA,70.92,scattered clouds,52.85,-102.3842,Norwood Motel LTD
1238,Carmen,MX,82.44,broken clouds,18.6333,-91.8333,Hotel Lossandes
1239,Namatanai,PG,84.25,scattered clouds,-3.6667,152.4333,Seagulls Inn Namatani
1240,Kupang,ID,80.46,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
1241,Shitanjing,CN,78.73,clear sky,39.2342,106.3439,Yingbin Hotel
1245,Payo,ID,78.85,overcast clouds,-3.7508,103.6372,Mess keban agung
1247,Thibodaux,US,83.01,few clouds,29.7958,-90.8229,Hampton Inn & Suites Thibodaux
1249,Diamantino,BR,73.49,few clouds,-14.4086,-56.4461,Hotel Delta
1251,Gull Lake,CA,81.18,clear sky,50.1001,-108.4847,Campbell's Accommodations
1252,Kroya,ID,77.38,overcast clouds,-7.6331,109.2461,Devina kost & Homestay Kroya
1253,Baneh,IR,70.02,clear sky,35.9975,45.8853,ساختمان زیتون
1258,Dale,US,75.47,clear sky,38.1689,-86.99,"Motel 6 Dale, IN"
1260,Honavar,IN,78.06,scattered clouds,14.2833,74.45,Hotel Sagar Residency
1263,Yenagoa,NG,72.37,light rain,4.9247,6.2642,Aridolf Resort Wellness and Spa
1264,Kaffrine,SN,79.99,light rain,14.1059,-15.5508,Beuleup counda motel
1265,Tabou,CI,74.17,broken clouds,4.423,-7.3528,hotêl doufoulougou
1268,Genhe,CN,73.15,clear sky,50.7833,121.5167,Companionship Hotel
1269,Douentza,ML,82.06,light rain,14.9951,-2.9517,Ogomono Doumbo
1276,Kudahuvadhoo,MV,82.4,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
1280,Manaus,BR,84.69,clear sky,-3.1019,-60.025,Manaus Hotéis Millennium
1284,Atarra,IN,82.42,broken clouds,25.2833,80.5667,Akhand's _Hotel
1286,Cukai,MY,82.35,clear sky,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
1287,Chernyshevskiy,RU,75.34,clear sky,63.0128,112.4714,Chernyseyskiy
1288,Taungdwingyi,MM,82.98,scattered clouds,20.0167,95.55,NayNaing MobileService
1289,Prado,BR,71.01,broken clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
1290,Luganville,VU,80.87,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
1291,Wenling,CN,85.17,clear sky,28.3669,121.36,Hanting Express Wenling Wanchang North Road
1295,Daan,CN,78.58,clear sky,33.0558,106.2958,Electric Power Rest House
1297,Contamana,PE,78.51,broken clouds,-7.3333,-75.0167,Shiringal Touristic Park
1298,Soure,BR,79.81,few clouds,-0.7167,-48.5233,Casarão da Amazônia
1301,Amahai,ID,77.94,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
1302,Utrera,ES,77.49,clear sky,37.1852,-5.7809,Hospederia Santa Clara
1303,Mazatlan,MX,86.02,overcast clouds,23.2167,-106.4167,Hotel La Siesta
1304,Nurota,UZ,76.66,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
1307,Along,IN,77.29,broken clouds,28.1667,94.7667,Hotel West
1308,Nilopolis,BR,77.25,clear sky,-22.8075,-43.4139,Hotel Premier
1309,Asfi,MA,70.0,clear sky,32.2994,-9.2372,Hôtel Abda
1310,Quzhou,CN,85.98,clear sky,28.9594,118.8686,Quzhou Jiujiu Business Hotel
1311,Natchez,US,79.02,clear sky,31.5604,-91.4032,Hampton Inn & Suites Natchez
1312,Lexington,US,80.6,clear sky,37.9887,-84.4777,DoubleTree Suites by Hilton Hotel Lexington
1313,Coos Bay,US,80.31,few clouds,43.3665,-124.2179,Best Western Holiday Hotel
1314,Aquiraz,BR,80.19,broken clouds,-3.9014,-38.3911,Pousada Rua Camurupim
1315,Anqiu,CN,77.4,overcast clouds,36.4342,119.1925,Super 8 Anqiu Heping Road Coach Station
1316,Verkhniy Baskunchak,RU,76.46,clear sky,48.2256,46.7217,Kombat
1318,Inirida,CO,73.26,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
1319,Bastia,FR,78.3,clear sky,42.6667,9.3333,Hotel Santa Maria
1321,Tornabe,HN,77.04,broken clouds,15.75,-87.55,Casa Eleazar Molina
1322,Placido De Castro,BR,76.53,clear sky,-10.3353,-67.1856,Hotel Carioca
1323,Rocky Mountain House,CA,82.51,clear sky,52.3668,-114.9188,Walking Eagle Inn & Lodge
1327,Melilla,ES,75.58,clear sky,35.2937,-2.9383,Hotel Anfora
1328,Sinnamary,GF,77.56,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
1332,Lafia,NG,71.73,light rain,8.4833,8.5167,Low Cost Housing Estate
