City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
260,Sainte-Marie,RE,2022-07-29 00:51:49,-20.8968,55.5496,66.42,74,4,9.22,clear sky
261,Leon Valley,US,2022-07-29 00:51:49,29.4952,-98.6186,98.44,41,75,16.11,broken clouds
262,Lagoa,PT,2022-07-29 00:51:50,39.05,-27.9833,71.74,78,0,2.86,clear sky
263,Vestmannaeyjar,IS,2022-07-29 00:51:50,63.4427,-20.2734,49.84,79,100,1.99,overcast clouds
264,Maceio,BR,2022-07-29 00:51:50,-9.6658,-35.7353,74.64,94,75,2.3,broken clouds
265,Menongue,AO,2022-07-29 00:51:50,-14.6585,17.691,50.9,40,57,4.59,broken clouds
266,Arica,CL,2022-07-29 00:49:33,-18.475,-70.3042,60.35,77,100,8.05,overcast clouds
267,Mikkeli,FI,2022-07-29 00:51:51,61.6886,27.2723,57.31,94,100,2.3,light rain
268,Kasane,BW,2022-07-29 00:51:51,-17.8167,25.15,53.64,49,0,3.0,clear sky
269,Mayor Pablo Lagerenza,PY,2022-07-29 00:51:51,-19.9309,-60.7718,77.04,43,3,18.34,clear sky
270,Kavaratti,IN,2022-07-29 00:51:52,10.5669,72.642,80.6,82,81,14.36,broken clouds
271,Khandela,IN,2022-07-29 00:52:52,27.6,75.5,77.88,82,88,7.47,overcast clouds
272,Nantucket,US,2022-07-29 00:52:20,41.2835,-70.0995,78.91,92,100,13.8,overcast clouds
273,Marsa Matruh,EG,2022-07-29 00:52:52,31.3525,27.2453,75.4,78,0,3.44,clear sky
274,Bolobo,CD,2022-07-29 00:52:52,-2.1667,16.2333,74.01,57,100,4.0,overcast clouds
275,Marawi,PH,2022-07-29 00:52:53,7.9986,124.2928,78.89,70,100,3.18,overcast clouds
276,Rio Grande,BR,2022-07-29 00:50:21,-32.035,-52.0986,53.71,84,92,22.59,overcast clouds
277,Anta,IN,2022-07-29 00:52:53,25.15,76.3,80.37,79,100,5.91,overcast clouds
278,Codrington,AU,2022-07-29 00:52:53,-38.2667,141.9667,51.87,64,40,1.01,scattered clouds
279,Ancud,CL,2022-07-29 00:52:54,-41.8697,-73.8203,45.23,80,100,3.83,overcast clouds
280,Mankachar,IN,2022-07-29 00:52:54,25.5333,89.8667,80.82,86,59,3.58,broken clouds
281,Coxim,BR,2022-07-29 00:52:54,-18.5067,-54.76,73.9,31,6,2.01,clear sky
282,Sur,OM,2022-07-29 00:52:54,22.5667,59.5289,80.83,75,98,13.29,overcast clouds
283,Volkhov,RU,2022-07-29 00:52:55,59.9258,32.3382,53.74,95,33,3.94,scattered clouds
284,Porto Novo,BJ,2022-07-29 00:50:09,6.4965,2.6036,76.82,80,97,6.6,overcast clouds
285,Paamiut,GL,2022-07-29 00:52:55,61.994,-49.6678,42.08,89,100,9.62,overcast clouds
286,Chara,RU,2022-07-29 00:52:55,56.9064,118.2631,70.77,55,6,5.37,clear sky
287,Cordoba,AR,2022-07-29 00:52:55,-31.4135,-64.1811,53.76,45,0,5.75,clear sky
288,Tommot,RU,2022-07-29 00:52:56,58.9564,126.2925,69.76,86,100,3.74,light rain
289,Upernavik,GL,2022-07-29 00:52:56,72.7868,-56.1549,42.22,73,95,7.61,overcast clouds
290,Vysokogornyy,RU,2022-07-29 00:52:56,50.1167,139.15,77.49,65,100,5.59,overcast clouds
291,Sovetskiy,RU,2022-07-29 00:52:56,61.3614,63.5842,59.72,64,0,2.39,clear sky
292,Kirakira,SB,2022-07-29 00:52:57,-10.4544,161.9205,82.35,77,45,7.4,scattered clouds
293,Kuusamo,FI,2022-07-29 00:52:57,65.9667,29.1833,51.84,87,100,8.05,overcast clouds
294,Tual,ID,2022-07-29 00:52:57,-5.6667,132.75,78.49,86,73,21.54,broken clouds
295,Iisalmi,FI,2022-07-29 00:52:58,63.5592,27.1907,53.53,97,100,6.24,overcast clouds
296,Sicuani,PE,2022-07-29 00:52:58,-14.2694,-71.2261,48.72,20,8,5.01,clear sky
297,Bilibino,RU,2022-07-29 00:52:58,68.0546,166.4372,57.81,42,76,11.59,broken clouds
298,Santana Do Livramento,BR,2022-07-29 00:48:53,-30.8908,-55.5328,48.24,84,0,13.27,clear sky
299,Damaturu,NG,2022-07-29 00:52:58,11.747,11.9608,75.43,81,100,6.22,overcast clouds
300,Zharkent,KZ,2022-07-29 00:52:59,44.1628,80.0,76.37,54,11,9.08,few clouds
301,Laguna,US,2022-07-29 00:52:59,38.421,-121.4238,102.45,39,0,9.22,clear sky
302,Ginir,ET,2022-07-29 00:52:59,7.1333,40.7,54.48,82,14,6.55,few clouds
303,Jasper,US,2022-07-29 00:52:59,37.2001,-94.3502,87.85,56,100,3.44,overcast clouds
304,Luanda,AO,2022-07-29 00:53:00,-8.8368,13.2343,67.39,92,22,5.68,few clouds
305,Ouidah,BJ,2022-07-29 00:53:00,6.3631,2.0851,76.86,81,99,11.77,overcast clouds
306,Taree,AU,2022-07-29 00:53:00,-31.9,152.4667,61.11,50,1,10.02,clear sky
307,Verkhnevilyuysk,RU,2022-07-29 00:53:01,63.4453,120.3167,80.85,48,0,8.61,clear sky
308,Dongkan,CN,2022-07-29 00:53:01,33.9997,119.8308,82.96,80,99,8.08,overcast clouds
309,Provideniya,RU,2022-07-29 00:53:01,64.3833,-173.3,48.36,100,40,8.99,fog
310,Finschhafen,PG,2022-07-29 00:53:01,-6.6024,147.8681,82.92,72,28,9.95,scattered clouds
311,Bambous Virieux,MU,2022-07-29 00:53:02,-20.3428,57.7575,68.25,83,40,10.36,scattered clouds
312,Lata,PT,2022-07-29 00:53:02,40.1629,-8.3327,57.07,98,13,1.77,few clouds
313,Gorgan,IR,2022-07-29 00:53:02,36.8387,54.4348,73.36,94,100,4.61,overcast clouds
314,Matara,LK,2022-07-29 00:53:03,5.9485,80.5353,77.05,90,100,4.29,overcast clouds
315,Belyy Yar,RU,2022-07-29 00:53:03,53.6039,91.3903,64.29,78,0,0.0,clear sky
316,Babanka,UA,2022-07-29 00:53:03,48.7097,30.4483,61.05,62,97,7.61,overcast clouds
317,Madison,US,2022-07-29 00:48:58,34.7334,-86.5667,90.75,71,40,9.22,scattered clouds
318,Balcauti,RO,2022-07-29 00:54:04,47.8915,26.0728,72.07,71,96,1.52,overcast clouds
319,Askarovo,RU,2022-07-29 00:54:04,53.3372,58.5089,49.15,87,40,6.71,mist
320,Concarneau,FR,2022-07-29 00:54:04,47.875,-3.9225,63.82,67,100,3.67,overcast clouds
321,Kodinar,IN,2022-07-29 00:54:05,20.7903,70.7031,79.12,85,69,6.24,broken clouds
322,Mecca,SA,2022-07-29 00:53:50,21.4267,39.8261,88.61,30,60,2.21,broken clouds
323,Adrar,MR,2022-07-29 00:54:05,20.5022,-10.0711,93.24,27,43,21.36,scattered clouds
324,Tessalit,ML,2022-07-29 00:54:05,20.1986,1.0114,89.56,34,100,10.29,overcast clouds
325,Aswan,EG,2022-07-29 00:54:06,24.0934,32.907,88.9,16,0,3.44,clear sky
326,Liepaja,LV,2022-07-29 00:54:06,56.5419,21.0367,46.38,93,40,0.0,scattered clouds
327,Cockburn Town,TC,2022-07-29 00:54:06,21.4612,-71.1419,82.36,69,40,10.36,scattered clouds
328,Tazovskiy,RU,2022-07-29 00:54:06,67.4667,78.7,54.97,88,55,5.95,broken clouds
329,Karema,TZ,2022-07-29 00:54:07,-6.8205,30.4389,71.13,58,87,5.55,overcast clouds
330,Nouadhibou,MR,2022-07-29 00:54:07,20.931,-17.0347,73.38,78,4,23.02,sand
331,Crib Point,AU,2022-07-29 00:54:07,-38.35,145.2,53.04,74,24,10.2,few clouds
332,Joensuu,FI,2022-07-29 00:54:08,62.6012,29.7632,59.49,94,40,4.61,scattered clouds
333,Shenjiamen,CN,2022-07-29 00:54:08,29.9576,122.298,83.05,80,5,7.36,clear sky
334,Dunedin,NZ,2022-07-29 00:49:25,-45.8742,170.5036,48.79,67,98,8.01,overcast clouds
335,Matay,EG,2022-07-29 00:54:08,28.419,30.7792,80.91,33,85,11.7,overcast clouds
336,Tasiilaq,GL,2022-07-29 00:54:08,65.6145,-37.6368,37.81,95,100,4.0,overcast clouds
337,Borogontsy,RU,2022-07-29 00:54:09,62.6683,131.1683,86.5,36,3,3.83,clear sky
338,Catabola,AO,2022-07-29 00:54:09,-12.15,17.2833,55.6,32,100,3.06,overcast clouds
339,Port Blair,IN,2022-07-29 00:54:09,11.6667,92.75,78.84,94,40,2.3,mist
340,Okhotsk,RU,2022-07-29 00:54:10,59.3833,143.3,65.17,75,10,5.48,clear sky
341,Valdivia,CL,2022-07-29 00:54:10,-39.8142,-73.2459,44.69,98,9,1.83,clear sky
342,Cabo San Lucas,MX,2022-07-29 00:51:47,22.8909,-109.9124,90.18,63,7,5.99,clear sky
343,Victoria,HK,2022-07-29 00:54:10,22.2855,114.1577,92.25,78,99,1.01,overcast clouds
344,Hedaru,TZ,2022-07-29 00:54:10,-4.5,37.9,64.4,94,71,3.6,broken clouds
345,Semnan,IR,2022-07-29 00:54:11,35.5729,53.3971,83.39,46,100,8.72,overcast clouds
346,Akhaldaba,GE,2022-07-29 00:54:11,41.654,42.1516,57.76,92,0,3.62,clear sky
347,Chamalieres,FR,2022-07-29 00:54:11,45.7756,3.0631,63.32,63,0,0.0,clear sky
348,Talnakh,RU,2022-07-29 00:54:12,69.4865,88.3972,56.21,58,0,12.01,clear sky
349,Port Hardy,CA,2022-07-29 00:54:12,50.6996,-127.4199,75.38,60,0,10.36,clear sky
350,Kasongo,CD,2022-07-29 00:54:12,-4.45,26.6667,73.15,63,64,4.23,broken clouds
351,Benghazi,LY,2022-07-29 00:49:16,32.1167,20.0667,79.79,76,0,10.04,clear sky
352,Cheremkhovo,RU,2022-07-29 00:54:12,53.1561,103.0675,61.9,72,22,5.19,few clouds
353,Havelock,US,2022-07-29 00:50:06,34.8791,-76.9013,84.2,86,0,12.66,clear sky
354,Makakilo City,US,2022-07-29 00:54:13,21.3469,-158.0858,83.95,58,100,8.05,overcast clouds
355,Tambacounda,SN,2022-07-29 00:54:13,13.7539,-13.7586,84.25,74,20,11.5,few clouds
356,Deoband,IN,2022-07-29 00:54:13,29.7,77.6833,77.56,85,100,4.32,overcast clouds
357,Male,MV,2022-07-29 00:54:14,4.1748,73.5089,82.35,83,75,11.5,broken clouds
358,Gunnedah,AU,2022-07-29 00:54:14,-30.9833,150.25,57.7,49,6,9.75,clear sky
359,Chase,CA,2022-07-29 00:54:14,50.8165,-119.6857,101.08,38,100,6.06,overcast clouds
360,Lafayette,US,2022-07-29 00:52:42,30.2335,-92.0668,82.92,90,0,0.0,clear sky
361,Sao Paulo De Olivenca,BR,2022-07-29 00:54:15,-3.3783,-68.8725,74.07,95,92,3.06,overcast clouds
362,Banjar,ID,2022-07-29 00:54:15,-8.19,114.9675,82.06,64,92,2.1,overcast clouds
363,Bay Roberts,CA,2022-07-29 00:50:10,47.5999,-53.2648,56.52,91,100,9.35,overcast clouds
364,Padang,ID,2022-07-29 00:55:15,-0.9492,100.3543,73.45,81,75,4.54,broken clouds
365,Berlevag,NO,2022-07-29 00:55:15,70.8578,29.0864,48.2,87,100,10.36,overcast clouds
366,Luoyang,CN,2022-07-29 00:55:16,34.6836,112.4536,80.98,75,9,2.24,clear sky
367,Karratha,AU,2022-07-29 00:55:16,-20.7377,116.8463,73.02,38,50,13.06,scattered clouds
368,Pitkyaranta,RU,2022-07-29 00:55:16,61.5734,31.4792,54.34,93,7,3.0,clear sky
369,Sidi Ali,DZ,2022-07-29 00:55:17,36.0998,0.4206,76.33,62,0,3.42,clear sky
370,Bontang,ID,2022-07-29 00:55:17,0.1333,117.5,80.13,81,82,4.52,broken clouds
371,Gustrow,DE,2022-07-29 00:55:17,53.7972,12.1734,52.12,82,75,3.44,broken clouds
372,Kyra,RU,2022-07-29 00:55:17,49.5776,111.9753,61.27,76,54,3.04,broken clouds
373,Sibolga,ID,2022-07-29 00:55:18,1.7427,98.7792,76.08,91,100,1.03,overcast clouds
374,Tigil,RU,2022-07-29 00:55:18,57.8,158.6667,61.83,45,43,7.58,scattered clouds
375,Westport,US,2022-07-29 00:52:34,41.1415,-73.3579,82.02,87,92,1.99,overcast clouds
376,Sao Joao Da Barra,BR,2022-07-29 00:55:18,-21.6403,-41.0511,71.22,86,2,19.66,clear sky
377,Kununurra,AU,2022-07-29 00:55:19,-15.7667,128.7333,76.98,23,5,12.66,clear sky
378,Ossora,RU,2022-07-29 00:55:19,59.2353,163.0719,55.06,69,38,7.61,scattered clouds
379,Samarai,PG,2022-07-29 00:55:19,-10.6167,150.6667,79.21,85,65,14.07,light rain
380,Skjervoy,NO,2022-07-29 00:55:19,70.0311,20.9714,46.4,76,100,5.17,overcast clouds
381,Faanui,PF,2022-07-29 00:55:20,-16.4833,-151.75,79.0,74,7,22.39,light rain
382,Sabha,LY,2022-07-29 00:55:20,27.0377,14.4283,83.25,17,0,9.84,clear sky
383,Le Port,RE,2022-07-29 00:55:20,-20.9373,55.2919,66.25,71,33,5.59,scattered clouds
384,Shrigonda,IN,2022-07-29 00:55:20,18.6167,74.6833,77.92,80,100,6.31,overcast clouds
385,Kawalu,ID,2022-07-29 00:55:21,-7.3817,108.2082,74.68,84,95,1.05,overcast clouds
386,Raymondville,US,2022-07-29 00:55:21,26.4815,-97.7831,89.71,57,7,17.36,clear sky
387,Zhirnov,RU,2022-07-29 00:55:21,48.1709,41.1261,69.66,56,9,5.32,clear sky
388,Vilhena,BR,2022-07-29 00:55:01,-12.7406,-60.1458,68.95,44,66,2.33,broken clouds
389,Manta,EC,2022-07-29 00:55:22,-0.95,-80.7333,74.98,83,100,5.75,overcast clouds
390,Mbini,GQ,2022-07-29 00:55:22,1.574,9.6134,74.7,86,100,9.24,overcast clouds
391,Kruisfontein,ZA,2022-07-29 00:55:22,-34.0033,24.7314,58.69,46,0,9.93,clear sky
392,Talakan,RU,2022-07-29 00:55:23,50.3167,130.3667,79.97,74,84,5.48,broken clouds
393,Nishihara,JP,2022-07-29 00:55:23,26.1842,127.7558,88.88,71,40,9.22,scattered clouds
394,Anaco,VE,2022-07-29 00:55:23,9.4389,-64.4728,76.24,82,79,1.79,broken clouds
395,Gizo,SB,2022-07-29 00:55:23,-8.103,156.8419,83.73,70,45,7.02,scattered clouds
396,Uva,RU,2022-07-29 00:55:24,56.9908,52.1852,55.85,83,5,3.56,clear sky
397,Salinopolis,BR,2022-07-29 00:55:24,-0.6136,-47.3561,78.15,85,22,9.75,few clouds
398,Progreso,MX,2022-07-29 00:55:24,21.2833,-89.6667,78.12,83,79,15.99,broken clouds
399,Vestmanna,FO,2022-07-29 00:55:25,62.1564,-7.1664,50.92,93,100,14.97,overcast clouds
400,Opuwo,NA,2022-07-29 00:55:25,-18.0607,13.84,56.62,41,9,2.8,clear sky
401,Beringovskiy,RU,2022-07-29 00:55:25,63.05,179.3167,49.03,77,100,12.75,overcast clouds
402,Wukari,NG,2022-07-29 00:55:25,7.85,9.7833,70.81,95,99,7.99,overcast clouds
403,Ptghni,AM,2022-07-29 00:55:26,40.2558,44.5841,73.36,58,0,8.16,clear sky
404,Saint Anthony,US,2022-07-29 00:55:26,45.0205,-93.218,73.92,54,95,3.0,overcast clouds
405,Port Hedland,AU,2022-07-29 00:55:26,-20.3167,118.5667,71.65,23,0,13.8,clear sky
406,Ulaangom,MN,2022-07-29 00:55:26,49.9811,92.0667,65.43,44,12,3.15,few clouds
407,Barcelos,PT,2022-07-29 00:55:27,41.5388,-8.6151,65.91,91,0,4.68,clear sky
408,Boa Vista,BR,2022-07-29 00:55:27,2.8197,-60.6733,78.78,78,75,2.3,broken clouds
409,Arman,RU,2022-07-29 00:55:27,59.7,150.1667,55.02,91,100,6.35,light rain
410,Fort Nelson,CA,2022-07-29 00:56:28,58.8053,-122.7002,71.19,56,75,11.5,broken clouds
411,Ponta Do Sol,PT,2022-07-29 00:56:28,32.6667,-17.1,74.03,81,0,2.82,clear sky
412,Alice Springs,AU,2022-07-29 00:56:28,-23.7,133.8833,58.55,29,32,12.66,scattered clouds
413,Peleduy,RU,2022-07-29 00:56:28,59.6289,112.7406,65.5,88,100,5.17,overcast clouds
414,Libreville,GA,2022-07-29 00:56:00,0.3925,9.4537,77.02,83,75,9.22,broken clouds
415,Manakara,MG,2022-07-29 00:56:29,-22.1333,48.0167,63.88,96,78,5.86,light rain
416,Centralia,US,2022-07-29 00:56:29,46.7162,-122.9543,96.94,47,0,5.99,clear sky
417,Hearst,CA,2022-07-29 00:56:29,49.6835,-83.6665,61.05,97,100,5.61,overcast clouds
418,Graciano Sanchez,MX,2022-07-29 00:56:30,23.9167,-99.2833,90.55,65,61,11.97,broken clouds
419,Tateyama,JP,2022-07-29 00:56:30,34.9833,139.8667,86.09,80,6,9.53,clear sky
420,Ketchikan,US,2022-07-29 00:55:44,55.3422,-131.6461,73.85,64,100,7.94,overcast clouds
421,Buluang,PH,2022-07-29 00:56:30,13.3068,123.3425,81.16,89,100,8.03,light rain
422,Klaksvik,FO,2022-07-29 00:56:30,62.2266,-6.589,52.72,89,100,16.6,overcast clouds
423,Coquimbo,CL,2022-07-29 00:56:31,-29.9533,-71.3436,55.13,94,0,3.44,clear sky
424,Cayenne,GF,2022-07-29 00:56:31,4.9333,-52.3333,76.08,1,100,10.36,heavy intensity rain
425,Santa Cruz,BO,2022-07-29 00:55:24,-17.8,-63.1667,76.46,73,79,3.44,broken clouds
426,Parana,AR,2022-07-29 00:56:31,-31.732,-60.5238,56.57,50,0,9.4,clear sky
427,Zabol,AF,2022-07-29 00:56:32,32.25,67.25,67.93,84,96,14.9,overcast clouds
428,Porto Nacional,BR,2022-07-29 00:56:32,-10.7081,-48.4172,73.4,36,0,1.28,clear sky
429,Dali,CN,2022-07-29 00:56:32,25.7,100.1833,66.97,84,45,1.21,scattered clouds
430,Novosergiyevka,RU,2022-07-29 00:56:32,52.0934,53.6528,60.96,85,1,6.42,clear sky
431,Grindavik,IS,2022-07-29 00:56:33,63.8424,-22.4338,46.87,87,100,13.8,overcast clouds
432,Ternate,ID,2022-07-29 00:56:33,0.8,127.4,82.51,75,84,5.46,broken clouds
433,Kinel,RU,2022-07-29 00:56:33,53.2333,50.65,63.64,80,98,6.13,overcast clouds
434,Roald,NO,2022-07-29 00:56:33,62.5833,6.1333,55.76,93,100,3.44,overcast clouds
435,Aksarka,RU,2022-07-29 00:56:34,66.5606,67.7975,64.09,63,99,6.38,overcast clouds
436,Ramgarh,IN,2022-07-29 00:56:34,23.6333,85.5167,78.85,74,97,3.13,overcast clouds
437,Lincoln,US,2022-07-29 00:53:47,40.8,-96.667,81.01,48,11,4.0,few clouds
438,Vila Velha,BR,2022-07-29 00:55:43,-20.3297,-40.2925,71.55,83,0,4.61,clear sky
439,Gbely,SK,2022-07-29 00:56:34,48.718,17.1163,68.72,77,82,5.86,broken clouds
440,Lazaro Cardenas,MX,2022-07-29 00:56:35,17.9583,-102.2,81.73,75,19,2.86,few clouds
441,Ratholo,BW,2022-07-29 00:56:35,-22.7245,27.572,52.25,65,0,5.88,clear sky
442,Yaan,NG,2022-07-29 00:56:35,7.3833,8.5667,70.0,97,100,5.46,light rain
443,Zlobin,HR,2022-07-29 00:56:35,45.2924,14.6541,65.59,60,0,2.3,clear sky
444,Walvis Bay,NA,2022-07-29 00:56:36,-22.9575,14.5053,48.09,87,0,6.91,clear sky
445,Angoram,PG,2022-07-29 00:56:36,-4.0625,144.0661,86.04,64,100,3.69,overcast clouds
446,Ilheus,BR,2022-07-29 00:56:36,-14.7889,-39.0494,76.82,78,75,3.44,broken clouds
447,Coahuayana,MX,2022-07-29 00:56:36,18.7333,-103.6833,78.53,85,100,2.33,overcast clouds
448,Yatou,CN,2022-07-29 00:56:37,37.15,122.3833,82.83,75,64,11.21,broken clouds
449,Boyolangu,ID,2022-07-29 00:56:37,-8.1181,111.8935,76.05,84,100,5.32,overcast clouds
450,Guerrero Negro,MX,2022-07-29 00:56:37,27.9769,-114.0611,72.75,70,26,14.65,scattered clouds
451,Komsomolskiy,UZ,2022-07-29 00:56:38,40.4272,71.7189,83.12,23,100,9.22,overcast clouds
452,Torbat-E Jam,IR,2022-07-29 00:56:38,35.244,60.6225,77.65,25,15,12.24,few clouds
453,Moose Factory,CA,2022-07-29 00:56:38,51.2585,-80.6094,64.4,82,40,8.05,scattered clouds
454,Gongzhuling,CN,2022-07-29 00:56:38,43.5008,124.8198,72.18,94,100,8.21,overcast clouds
455,Ampanihy,MG,2022-07-29 00:56:39,-24.7,44.75,61.21,88,3,11.48,clear sky
456,Moanda,GA,2022-07-29 00:56:39,-1.5575,13.2178,72.46,73,100,3.0,overcast clouds
457,Kampene,CD,2022-07-29 00:56:39,-3.6,26.6667,66.79,96,100,2.13,light rain
458,Payson,US,2022-07-29 00:57:39,40.0444,-111.7321,92.98,30,0,24.16,clear sky
459,Paranaiba,BR,2022-07-29 00:52:59,-19.6772,-51.1908,71.28,31,10,4.61,clear sky
460,Havre-Saint-Pierre,CA,2022-07-29 00:57:40,50.2334,-63.5986,59.36,94,75,11.5,broken clouds
461,Meulaboh,ID,2022-07-29 00:57:40,4.1363,96.1285,74.28,98,100,4.25,light rain
462,Nioro,GM,2022-07-29 00:57:40,13.35,-15.75,77.9,87,95,8.21,overcast clouds
463,Mikhaylovka,RU,2022-07-29 00:57:41,50.06,43.2379,72.7,66,9,2.08,clear sky
464,Shingu,JP,2022-07-29 00:52:55,33.7333,135.9833,84.51,72,91,8.72,overcast clouds
465,Catuday,PH,2022-07-29 00:57:41,16.2923,119.8062,82.71,75,100,5.66,overcast clouds
466,Isangel,VU,2022-07-29 00:52:47,-19.55,169.2667,80.71,83,75,3.44,light rain
467,Arroyo,ES,2022-07-29 00:56:20,41.6096,-4.7969,67.14,67,0,12.66,clear sky
468,Sampit,ID,2022-07-29 00:57:41,-2.5333,112.95,78.85,88,34,2.91,scattered clouds
469,Inuvik,CA,2022-07-29 00:57:42,68.3499,-133.7218,57.96,62,75,4.61,broken clouds
470,Mutata,CO,2022-07-29 00:57:42,7.2441,-76.4356,74.17,92,100,2.15,overcast clouds
471,Gold Coast,AU,2022-07-29 00:54:25,-28.0,153.4333,69.04,58,0,5.75,clear sky
472,Sorland,NO,2022-07-29 00:57:42,67.667,12.6934,53.46,89,100,18.61,overcast clouds
473,Batticaloa,LK,2022-07-29 00:57:42,7.7102,81.6924,76.69,91,100,6.93,light rain
474,Mehamn,NO,2022-07-29 00:57:43,71.0357,27.8492,48.15,87,100,5.75,overcast clouds
475,Moron,AR,2022-07-29 00:57:43,-34.6534,-58.6198,51.96,72,0,9.24,clear sky
476,Svetlyy,RU,2022-07-29 00:57:43,54.675,20.1347,50.05,85,16,3.02,few clouds
477,Fountain,US,2022-07-29 00:57:44,38.6822,-104.7008,71.29,69,0,21.85,clear sky
478,Whitianga,NZ,2022-07-29 00:57:44,-36.8333,175.7,58.57,69,18,13.65,few clouds
479,Ugento,IT,2022-07-29 00:57:44,39.9263,18.1574,76.46,68,0,9.57,clear sky
480,Paso De Los Toros,UY,2022-07-29 00:57:44,-32.8167,-56.5167,49.41,71,0,13.2,clear sky
481,Caluquembe,AO,2022-07-29 00:57:45,-13.7833,14.6833,53.69,72,52,1.74,broken clouds
482,Manokwari,ID,2022-07-29 00:57:45,-0.8667,134.0833,83.35,68,100,5.84,overcast clouds
483,Nyuksenitsa,RU,2022-07-29 00:57:45,60.4128,44.2397,59.41,94,69,5.55,broken clouds
484,Tautira,PF,2022-07-29 00:57:46,-17.7333,-149.15,77.49,78,21,20.67,light rain
485,Bobo Dioulasso,BF,2022-07-29 00:55:12,11.1771,-4.2979,77.45,83,0,9.22,clear sky
486,Vanimo,PG,2022-07-29 00:57:46,-2.6741,141.3028,83.39,72,93,8.28,overcast clouds
487,Bartica,GY,2022-07-29 00:57:46,6.4,-58.6167,75.52,96,100,2.28,overcast clouds
488,Oranjemund,NA,2022-07-29 00:57:46,-28.55,16.4333,56.23,73,100,7.67,overcast clouds
489,Chumikan,RU,2022-07-29 00:57:47,54.7183,135.315,59.41,86,100,1.95,overcast clouds
490,Coruripe,BR,2022-07-29 00:57:47,-10.1256,-36.1756,72.43,91,32,7.34,scattered clouds
491,Manzanillo,CU,2022-07-29 00:53:33,20.3433,-77.1167,73.87,92,82,10.74,broken clouds
492,Bama,NG,2022-07-29 00:57:47,11.5221,13.6856,73.96,85,91,9.71,overcast clouds
493,Yulara,AU,2022-07-29 00:56:34,-25.2406,130.9889,58.33,26,89,13.91,overcast clouds
494,Keetmanshoop,NA,2022-07-29 00:57:48,-26.5833,18.1333,49.48,34,20,6.93,few clouds
495,Jawhar,SO,2022-07-29 00:57:48,2.7809,45.5005,72.07,88,35,10.04,scattered clouds
496,Las Cruces,US,2022-07-29 00:54:04,32.3123,-106.7783,93.96,30,75,10.36,broken clouds
497,Beloha,MG,2022-07-29 00:57:48,-25.1667,45.05,63.01,80,0,11.07,clear sky
498,Longyearbyen,SJ,2022-07-29 00:57:49,78.2186,15.6401,42.64,81,75,11.5,light intensity drizzle rain
499,Antalaha,MG,2022-07-29 00:57:49,-14.9003,50.2788,67.03,85,9,7.02,clear sky
500,Katherine,AU,2022-07-29 00:57:49,-14.4667,132.2667,73.72,56,92,10.36,overcast clouds
501,Roma,US,2022-07-29 00:57:49,43.2128,-75.4557,74.37,77,99,3.47,overcast clouds
502,Saryozek,KZ,2022-07-29 00:58:50,44.3583,77.9753,75.16,46,25,2.8,scattered clouds
503,Port Shepstone,ZA,2022-07-29 00:58:50,-30.7414,30.455,63.46,81,16,10.65,few clouds
504,Srednekolymsk,RU,2022-07-29 00:58:50,67.45,153.6833,65.95,32,5,9.4,clear sky
505,Fort-Shevchenko,KZ,2022-07-29 00:58:50,44.5086,50.263,75.63,71,0,7.18,clear sky
506,Morgan City,US,2022-07-29 00:58:51,29.6994,-91.2068,80.01,83,16,5.99,few clouds
507,Pacific Grove,US,2022-07-29 00:58:51,36.6177,-121.9166,75.22,84,40,14.97,scattered clouds
508,Inhambane,MZ,2022-07-29 00:58:51,-23.865,35.3833,61.09,80,0,5.03,clear sky
509,Broome,US,2022-07-29 00:58:51,42.2506,-75.833,73.69,79,6,1.01,clear sky
510,Brookhaven,US,2022-07-29 00:58:52,31.5791,-90.4407,77.25,64,98,4.45,overcast clouds
511,Taldan,RU,2022-07-29 00:58:52,53.6667,124.8,73.58,62,100,5.39,overcast clouds
512,Carutapera,BR,2022-07-29 00:58:52,-1.195,-46.02,75.85,90,3,6.29,clear sky
513,Belance,PH,2022-07-29 00:58:52,16.1833,121.25,76.32,81,100,3.0,overcast clouds
514,Shimoda,JP,2022-07-29 00:58:53,34.6667,138.95,89.1,72,3,5.79,clear sky
515,Bambari,CF,2022-07-29 00:58:53,5.768,20.6757,68.18,98,100,2.73,overcast clouds
516,Trinidad,BO,2022-07-29 00:58:53,-14.8333,-64.9,76.82,43,23,2.84,few clouds
517,Buala,SB,2022-07-29 00:58:54,-8.145,159.5921,85.01,68,56,9.78,light rain
518,Mazamari,PE,2022-07-29 00:58:54,-11.3258,-74.5308,71.89,76,1,1.92,clear sky
519,Bauchi,NG,2022-07-29 00:58:54,10.5,10.0,69.58,93,99,3.18,overcast clouds
520,Miri,MY,2022-07-29 00:58:54,4.4148,114.0089,78.94,94,20,3.44,few clouds
521,Urengoy,RU,2022-07-29 00:58:55,65.9667,78.3667,62.2,76,17,6.42,few clouds
522,Rayong,TH,2022-07-29 00:58:55,12.8333,101.4333,85.8,99,89,3.71,overcast clouds
523,Visby,SE,2022-07-29 00:58:55,57.6409,18.296,44.82,93,20,2.3,few clouds
524,Shimanovsk,RU,2022-07-29 00:58:56,52.0,127.7,70.97,82,100,5.99,overcast clouds
